OBJECTID,CFSAUID,PRUID,PRNAME,ORIG_FID,NEAR_FID,NEAR_DIST
346,G8H,24,Quebec / Québec,345,1,"89,212.540898480365000"
347,G8J,24,Quebec / Québec,346,1,"185,510.882512509210000"
348,G8K,24,Quebec / Québec,347,1,"108,033.990132946780000"
349,G8L,24,Quebec / Québec,348,1,"99,554.446551392801000"
350,G8M,24,Quebec / Québec,349,1,"117,336.519968492720000"
351,G8N,24,Quebec / Québec,350,1,"48,761.523339272484000"
352,G8P,24,Quebec / Québec,351,1,"281,918.931225210840000"
353,G8T,24,Quebec / Québec,352,1,"103,199.134215474380000"
354,G8V,24,Quebec / Québec,353,1,"99,235.249806286127000"
355,G8W,24,Quebec / Québec,354,1,"107,317.474213674810000"
356,G8Y,24,Quebec / Québec,355,1,"110,552.804386197650000"
357,G8Z,24,Quebec / Québec,356,1,"108,290.593502636180000"
358,G9A,24,Quebec / Québec,357,1,"111,689.828052009220000"
359,G9B,24,Quebec / Québec,358,1,"117,678.241732422290000"
360,G9C,24,Quebec / Québec,359,1,"113,507.315091565470000"
361,G9H,24,Quebec / Québec,360,1,"95,748.772628834748000"
362,G9N,24,Quebec / Québec,361,1,"111,900.108395271380000"
363,G9P,24,Quebec / Québec,362,1,"114,928.046124154600000"
364,G9R,24,Quebec / Québec,363,1,"119,067.435523754760000"
365,G9T,24,Quebec / Québec,364,1,"111,868.322317294650000"
366,G9X,24,Quebec / Québec,365,1,"166,106.301468897320000"
367,H1A,24,Quebec / Québec,366,1,"209,586.059637743540000"
368,H1B,24,Quebec / Québec,367,1,"213,612.102559036950000"
369,H1C,24,Quebec / Québec,368,1,"212,605.544395750450000"
370,H1E,24,Quebec / Québec,369,1,"217,897.786811167110000"
371,H1G,24,Quebec / Québec,370,1,"221,723.689096725170000"
372,H1H,24,Quebec / Québec,371,1,"224,389.321417962430000"
373,H1J,24,Quebec / Québec,372,1,"219,169.405017760380000"
374,H1K,24,Quebec / Québec,373,1,"217,135.566257568770000"
375,H1L,24,Quebec / Québec,374,1,"215,549.647801145300000"
376,H1M,24,Quebec / Québec,375,1,"219,220.796251433670000"
377,H1N,24,Quebec / Québec,376,1,"218,050.416032132870000"
378,H1P,24,Quebec / Québec,377,1,"220,905.725510368210000"
379,H1R,24,Quebec / Québec,378,1,"222,566.849711970630000"
380,H1S,24,Quebec / Québec,379,1,"221,324.837449100160000"
381,H1T,24,Quebec / Québec,380,1,"221,078.077960521650000"
382,H1V,24,Quebec / Québec,381,1,"219,966.464495848250000"
383,H1W,24,Quebec / Québec,382,1,"221,439.849938429020000"
384,H1X,24,Quebec / Québec,383,1,"222,091.368420308220000"
385,H1Y,24,Quebec / Québec,384,1,"223,305.888940943080000"
386,H1Z,24,Quebec / Québec,385,1,"224,601.196424567490000"
387,H2A,24,Quebec / Québec,386,1,"223,661.060850192120000"
388,H2B,24,Quebec / Québec,387,1,"226,147.188692275640000"
389,H2C,24,Quebec / Québec,388,1,"227,528.710461288550000"
390,H2E,24,Quebec / Québec,389,1,"225,176.891520233820000"
391,H2G,24,Quebec / Québec,390,1,"224,511.183280115020000"
392,H2H,24,Quebec / Québec,391,1,"223,756.620602791950000"
393,H2J,24,Quebec / Québec,392,1,"224,858.552146128930000"
394,H2K,24,Quebec / Québec,393,1,"223,017.714632718300000"
395,H2L,24,Quebec / Québec,394,1,"223,802.305991376400000"
396,H2M,24,Quebec / Québec,395,1,"226,933.641794594880000"
397,H2N,24,Quebec / Québec,396,1,"228,495.406112774800000"
398,H2P,24,Quebec / Québec,397,1,"227,117.365298740540000"
399,H2R,24,Quebec / Québec,398,1,"226,635.359093475390000"
400,H2S,24,Quebec / Québec,399,1,"225,935.045813409500000"
401,H2T,24,Quebec / Québec,400,1,"226,003.363566340560000"
402,H2V,24,Quebec / Québec,401,1,"227,295.878866303190000"
403,H2W,24,Quebec / Québec,402,1,"225,579.267093725010000"
404,H2X,24,Quebec / Québec,403,1,"225,260.286827852370000"
405,H2Y,24,Quebec / Québec,404,1,"224,858.524086508870000"
406,H2Z,24,Quebec / Québec,405,1,"225,332.046488664350000"
407,H3A,24,Quebec / Québec,406,1,"226,186.031274414100000"
408,H3B,24,Quebec / Québec,407,1,"226,049.214363482050000"
409,H3C,24,Quebec / Québec,408,1,"224,429.443330287410000"
410,H3E,24,Quebec / Québec,409,1,"228,196.051393082310000"
411,H3G,24,Quebec / Québec,410,1,"226,850.102890269480000"
412,H3H,24,Quebec / Québec,411,1,"227,211.522751146200000"
413,H3J,24,Quebec / Québec,412,1,"227,377.141731307170000"
414,H3K,24,Quebec / Québec,413,1,"226,691.900864374790000"
415,H3L,24,Quebec / Québec,414,1,"229,365.857068348730000"
416,H3M,24,Quebec / Québec,415,1,"231,247.194778238600000"
417,H3N,24,Quebec / Québec,416,1,"227,957.827096507130000"
418,H3P,24,Quebec / Québec,417,1,"228,960.367206662840000"
419,H3R,24,Quebec / Québec,418,1,"230,297.838830420080000"
420,H3S,24,Quebec / Québec,419,1,"229,430.227594407570000"
421,H3T,24,Quebec / Québec,420,1,"229,083.582613514210000"
422,H3V,24,Quebec / Québec,421,1,"228,656.491134951530000"
423,H3W,24,Quebec / Québec,422,1,"230,691.602895791790000"
424,H3X,24,Quebec / Québec,423,1,"231,918.258066600650000"
425,H3Y,24,Quebec / Québec,424,1,"229,190.737719864290000"
426,H3Z,24,Quebec / Québec,425,1,"228,861.564931956790000"
427,H4A,24,Quebec / Québec,426,1,"230,965.168127939050000"
428,H4B,24,Quebec / Québec,427,1,"232,720.870562256430000"
429,H4C,24,Quebec / Québec,428,1,"229,179.171109613900000"
430,H4E,24,Quebec / Québec,429,1,"231,186.370749469730000"
431,H4G,24,Quebec / Québec,430,1,"228,743.198023994740000"
432,H4H,24,Quebec / Québec,431,1,"230,803.735387909580000"
433,H4J,24,Quebec / Québec,432,1,"232,712.459398780600000"
434,H4K,24,Quebec / Québec,433,1,"235,463.741749306730000"
435,H4L,24,Quebec / Québec,434,1,"232,031.286355163380000"
436,H4M,24,Quebec / Québec,435,1,"233,694.883672644820000"
437,H4N,24,Quebec / Québec,436,1,"230,249.039243153820000"
438,H4P,24,Quebec / Québec,437,1,"232,303.974243752020000"
439,H4R,24,Quebec / Québec,438,1,"234,819.710431818180000"
440,H4S,24,Quebec / Québec,439,1,"237,960.308703569060000"
441,H4T,24,Quebec / Québec,440,1,"235,746.342198934140000"
442,H4V,24,Quebec / Québec,441,1,"233,371.993578904310000"
443,H4W,24,Quebec / Québec,442,1,"235,640.097165785730000"
444,H4X,24,Quebec / Québec,443,1,"234,479.012968243680000"
445,H4Z,24,Quebec / Québec,444,1,"224,970.429513907700000"
446,H5A,24,Quebec / Québec,445,1,"225,910.983979666370000"
447,H7A,24,Quebec / Québec,446,1,"215,676.236599668050000"
448,H7B,24,Quebec / Québec,447,1,"218,633.436615718910000"
449,H7C,24,Quebec / Québec,448,1,"222,620.626924365560000"
450,H7E,24,Quebec / Québec,449,1,"224,402.163331876510000"
451,H7G,24,Quebec / Québec,450,1,"228,210.961762209160000"
452,H7H,24,Quebec / Québec,451,1,"228,474.206991121170000"
453,H7J,24,Quebec / Québec,452,1,"223,478.652089580430000"
454,H7K,24,Quebec / Québec,453,1,"228,746.534989881620000"
455,H7L,24,Quebec / Québec,454,1,"231,969.543154839190000"
456,H7M,24,Quebec / Québec,455,1,"228,672.398365442090000"
457,H7N,24,Quebec / Québec,456,1,"230,577.306986346060000"
458,H7P,24,Quebec / Québec,457,1,"235,504.239723606940000"
459,H7R,24,Quebec / Québec,458,1,"240,605.012210681480000"
460,H7S,24,Quebec / Québec,459,1,"231,346.626868970780000"
461,H7T,24,Quebec / Québec,460,1,"235,014.818784704230000"
462,H7V,24,Quebec / Québec,461,1,"233,373.277653538360000"
463,H7W,24,Quebec / Québec,462,1,"236,082.323833029280000"
464,H7X,24,Quebec / Québec,463,1,"238,992.266647160610000"
465,H7Y,24,Quebec / Québec,464,1,"241,988.163059243850000"
466,H8N,24,Quebec / Québec,465,1,"233,789.929282696770000"
467,H8P,24,Quebec / Québec,466,1,"233,906.283060343210000"
468,H8R,24,Quebec / Québec,467,1,"237,453.739395300620000"
469,H8S,24,Quebec / Québec,468,1,"237,278.840382353110000"
470,H8T,24,Quebec / Québec,469,1,"239,110.270592168090000"
471,H8Y,24,Quebec / Québec,470,1,"239,701.291042319150000"
472,H8Z,24,Quebec / Québec,471,1,"242,719.322355142240000"
473,H9A,24,Quebec / Québec,472,1,"242,956.276058022250000"
474,H9B,24,Quebec / Québec,473,1,"241,013.827718488730000"
475,H9C,24,Quebec / Québec,474,1,"245,258.400780698260000"
476,H9E,24,Quebec / Québec,475,1,"248,740.837868610830000"
477,H9G,24,Quebec / Québec,476,1,"244,567.201558635690000"
478,H9H,24,Quebec / Québec,477,1,"246,292.409610065600000"
479,H9J,24,Quebec / Québec,478,1,"248,880.817151786990000"
480,H9K,24,Quebec / Québec,479,1,"251,341.062825139670000"
481,H9P,24,Quebec / Québec,480,1,"240,166.298164157810000"
482,H9R,24,Quebec / Québec,481,1,"244,103.599906637920000"
483,H9S,24,Quebec / Québec,482,1,"244,074.517082792680000"
484,H9W,24,Quebec / Québec,483,1,"249,672.961204483670000"
485,H9X,24,Quebec / Québec,484,1,"254,586.156026659450000"
486,J0A,24,Quebec / Québec,485,1,"113,830.634241940160000"
487,J0B,24,Quebec / Québec,486,1,"153,300.579030498310000"
488,J0C,24,Quebec / Québec,487,1,"130,809.344104984120000"
489,J0E,24,Quebec / Québec,488,1,"190,400.437255552820000"
490,J0G,24,Quebec / Québec,489,1,"142,803.738844599750000"
491,J0H,24,Quebec / Québec,490,1,"167,403.590953796780000"
492,J0J,24,Quebec / Québec,491,1,"231,551.237777099940000"
493,J0K,24,Quebec / Québec,492,1,"198,211.950032742720000"
494,J0L,24,Quebec / Québec,493,1,"220,819.751424829390000"
495,J0M,24,Quebec / Québec,494,1,"123,301.851476065960000"
496,J0N,24,Quebec / Québec,495,1,"244,935.159674689780000"
497,J0P,24,Quebec / Québec,496,1,"281,975.655822833420000"
498,J0R,24,Quebec / Québec,497,1,"245,190.415892798920000"
499,J0S,24,Quebec / Québec,498,1,"284,946.022506258450000"
500,J0T,24,Quebec / Québec,499,1,"259,809.869343924370000"
501,J0V,24,Quebec / Québec,500,1,"301,009.863080021870000"
502,J0W,24,Quebec / Québec,501,1,"348,147.229344479860000"
503,J0X,24,Quebec / Québec,502,1,"426,861.724338694070000"
504,J0Y,24,Quebec / Québec,503,1,"218,590.410969445020000"
505,J0Z,24,Quebec / Québec,504,1,"322,384.756172316790000"
506,J1A,24,Quebec / Québec,505,1,"190,926.859917239610000"
507,J1C,24,Quebec / Québec,506,1,"150,988.455586124210000"
508,J1E,24,Quebec / Québec,507,1,"155,178.814290885490000"
509,J1G,24,Quebec / Québec,508,1,"156,879.723708401350000"
510,J1H,24,Quebec / Québec,509,1,"156,428.203676011470000"
511,J1J,24,Quebec / Québec,510,1,"157,461.952249403980000"
512,J1K,24,Quebec / Québec,511,1,"161,007.474076897750000"
513,J1L,24,Quebec / Québec,512,1,"158,530.968174611770000"
514,J1M,24,Quebec / Québec,513,1,"160,763.370673721570000"
515,J1N,24,Quebec / Québec,514,1,"167,592.000879350760000"
516,J1R,24,Quebec / Québec,515,1,"162,328.005160615580000"
517,J1S,24,Quebec / Québec,516,1,"138,162.077393146000000"
518,J1T,24,Quebec / Québec,517,1,"121,189.540059860430000"
519,J1X,24,Quebec / Québec,518,1,"178,621.538183494210000"
520,J1Z,24,Quebec / Québec,519,1,"127,300.717262840250000"
521,J2A,24,Quebec / Québec,520,1,"135,251.148925953660000"
522,J2B,24,Quebec / Québec,521,1,"134,936.272228884340000"
523,J2C,24,Quebec / Québec,522,1,"134,361.782915694380000"
524,J2E,24,Quebec / Québec,523,1,"133,995.166657576370000"
525,J2G,24,Quebec / Québec,524,1,"187,321.406255359150000"
526,J2H,24,Quebec / Québec,525,1,"187,396.074739548520000"
527,J2J,24,Quebec / Québec,526,1,"190,627.407995027640000"
528,J2K,24,Quebec / Québec,527,1,"204,908.859484519870000"
529,J2L,24,Quebec / Québec,528,1,"195,790.010139018680000"
530,J2M,24,Quebec / Québec,529,1,"185,227.682373517190000"
531,J2N,24,Quebec / Québec,530,1,"210,122.789103207180000"
532,J2R,24,Quebec / Québec,531,1,"176,198.308214300200000"
533,J2S,24,Quebec / Québec,532,1,"183,388.299218740580000"
534,J2T,24,Quebec / Québec,533,1,"181,689.203473108850000"
535,J2W,24,Quebec / Québec,534,1,"221,002.482276537400000"
536,J2X,24,Quebec / Québec,535,1,"220,754.334598253980000"
537,J2Y,24,Quebec / Québec,536,1,"228,008.726410514030000"
538,J3A,24,Quebec / Québec,537,1,"221,698.768673966730000"
539,J3B,24,Quebec / Québec,538,1,"226,143.717834029200000"
540,J3E,24,Quebec / Québec,539,1,"204,361.732886496350000"
541,J3G,24,Quebec / Québec,540,1,"198,618.477025492410000"
542,J3H,24,Quebec / Québec,541,1,"198,701.210481380780000"
543,J3L,24,Quebec / Québec,542,1,"212,686.346242123200000"
544,J3M,24,Quebec / Québec,543,1,"207,251.517353438420000"
545,J3N,24,Quebec / Québec,544,1,"206,754.679291180860000"
546,J3P,24,Quebec / Québec,545,1,"157,989.688847983900000"
547,J3R,24,Quebec / Québec,546,1,"164,953.948192062730000"
548,J3T,24,Quebec / Québec,547,1,"118,265.491143907060000"
549,J3V,24,Quebec / Québec,548,1,"210,145.532492206050000"
550,J3X,24,Quebec / Québec,549,1,"203,209.487363848080000"
551,J3Y,24,Quebec / Québec,550,1,"216,526.433241188670000"
552,J3Z,24,Quebec / Québec,551,1,"216,252.167591248520000"
553,J4B,24,Quebec / Québec,552,1,"210,693.262305894550000"
554,J4G,24,Quebec / Québec,553,1,"215,916.373288863280000"
555,J4H,24,Quebec / Québec,554,1,"219,610.093889315120000"
556,J4J,24,Quebec / Québec,555,1,"218,231.715130637280000"
557,J4K,24,Quebec / Québec,556,1,"220,910.729823972190000"
558,J4L,24,Quebec / Québec,557,1,"218,015.712163258230000"
559,J4M,24,Quebec / Québec,558,1,"215,117.282350195750000"
560,J4N,24,Quebec / Québec,559,1,"215,437.834502646000000"
561,J4P,24,Quebec / Québec,560,1,"221,954.553547651250000"
562,J4R,24,Quebec / Québec,561,1,"223,373.985623644550000"
563,J4S,24,Quebec / Québec,562,1,"223,548.919225265360000"
564,J4T,24,Quebec / Québec,563,1,"220,140.576971662170000"
565,J4V,24,Quebec / Québec,564,1,"220,867.461791610110000"
566,J4W,24,Quebec / Québec,565,1,"223,831.369674848360000"
567,J4X,24,Quebec / Québec,566,1,"225,574.684376628200000"
568,J4Y,24,Quebec / Québec,567,1,"223,603.250268016330000"
569,J4Z,24,Quebec / Québec,568,1,"221,579.829777621780000"
570,J5A,24,Quebec / Québec,569,1,"238,447.224571357420000"
571,J5B,24,Quebec / Québec,570,1,"233,448.625496415630000"
572,J5C,24,Quebec / Québec,571,1,"232,981.820264574020000"
573,J5J,24,Quebec / Québec,572,1,"228,649.574104449800000"
574,J5K,24,Quebec / Québec,573,1,"248,827.007637179510000"
575,J5L,24,Quebec / Québec,574,1,"241,049.348622715570000"
576,J5M,24,Quebec / Québec,575,1,"217,190.990930490200000"
577,J5R,24,Quebec / Québec,576,1,"227,700.440914121690000"
578,J5T,24,Quebec / Québec,577,1,"183,571.324840931480000"
579,J5V,24,Quebec / Québec,578,1,"137,563.561252533660000"
580,J5W,24,Quebec / Québec,579,1,"192,311.798927518600000"
581,J5X,24,Quebec / Québec,580,1,"199,310.125173402020000"
582,J5Y,24,Quebec / Québec,581,1,"198,230.531102013980000"
583,J5Z,24,Quebec / Québec,582,1,"204,255.230510977680000"
584,J6A,24,Quebec / Québec,583,1,"202,997.429434663940000"
585,J6E,24,Quebec / Québec,584,1,"185,371.811086462140000"
586,J6J,24,Quebec / Québec,585,1,"244,758.466733780430000"
587,J6K,24,Quebec / Québec,586,1,"246,635.164421288150000"
588,J6N,24,Quebec / Québec,587,1,"257,253.639084259280000"
589,J6R,24,Quebec / Québec,588,1,"250,629.834704121250000"
590,J6S,24,Quebec / Québec,589,1,"272,271.483271480710000"
591,J6T,24,Quebec / Québec,590,1,"278,853.799761818490000"
592,J6V,24,Quebec / Québec,591,1,"209,565.751051923610000"
593,J6W,24,Quebec / Québec,592,1,"215,438.502706545260000"
594,J6X,24,Quebec / Québec,593,1,"219,923.920013993110000"
595,J6Y,24,Quebec / Québec,594,1,"224,603.952740947890000"
596,J6Z,24,Quebec / Québec,595,1,"228,034.753133273310000"
597,J7A,24,Quebec / Québec,596,1,"231,487.041168602360000"
598,J7B,24,Quebec / Québec,597,1,"231,308.727651075340000"
599,J7C,24,Quebec / Québec,598,1,"233,009.955535712770000"
600,J7E,24,Quebec / Québec,599,1,"233,409.453000294360000"
601,J7G,24,Quebec / Québec,600,1,"235,853.495120922740000"
602,J7H,24,Quebec / Québec,601,1,"237,512.180229419110000"
603,J7J,24,Quebec / Québec,602,1,"237,526.361682523920000"
604,J7K,24,Quebec / Québec,603,1,"210,612.330690547650000"
605,J7L,24,Quebec / Québec,604,1,"215,348.704790984020000"
606,J7M,24,Quebec / Québec,605,1,"218,895.624046910000000"
607,J7N,24,Quebec / Québec,606,1,"251,972.292619528450000"
608,J7P,24,Quebec / Québec,607,1,"240,660.448339461990000"
609,J7R,24,Quebec / Québec,608,1,"244,845.415750752640000"
610,J7T,24,Quebec / Québec,609,1,"270,083.272658136620000"
611,J7V,24,Quebec / Québec,610,1,"260,117.850786591680000"
612,J7W,24,Quebec / Québec,611,1,"260,684.057425535080000"
613,J7X,24,Quebec / Québec,612,1,"283,678.263578412650000"
614,J7Y,24,Quebec / Québec,613,1,"236,747.403864013410000"
615,J7Z,24,Quebec / Québec,614,1,"235,837.656061758640000"
616,J8A,24,Quebec / Québec,615,1,"229,736.284919781990000"
617,J8B,24,Quebec / Québec,616,1,"236,540.112265780130000"
618,J8C,24,Quebec / Québec,617,1,"249,875.015132718520000"
619,J8E,24,Quebec / Québec,618,1,"265,129.816107859780000"
620,J8G,24,Quebec / Québec,619,1,"275,557.570971948790000"
621,J8H,24,Quebec / Québec,620,1,"262,931.925242741650000"
622,J8L,24,Quebec / Québec,621,1,"340,032.664933504890000"
623,J8M,24,Quebec / Québec,622,1,"350,029.844613673570000"
624,J8N,24,Quebec / Québec,623,1,"363,361.859790687800000"
625,J8P,24,Quebec / Québec,624,1,"366,271.065023045060000"
626,J8R,24,Quebec / Québec,625,1,"363,829.386722862660000"
627,J8T,24,Quebec / Québec,626,1,"373,224.605027154670000"
628,J8V,24,Quebec / Québec,627,1,"373,058.692687820290000"
629,J8X,24,Quebec / Québec,628,1,"375,422.953109311000000"
630,J8Y,24,Quebec / Québec,629,1,"377,316.884594126260000"
631,J8Z,24,Quebec / Québec,630,1,"377,533.680414978360000"
632,J9A,24,Quebec / Québec,631,1,"380,264.993892015830000"
633,J9B,24,Quebec / Québec,632,1,"381,751.941346539130000"
634,J9E,24,Quebec / Québec,633,1,"362,342.491136263650000"
635,J9H,24,Quebec / Québec,634,1,"386,081.413563732760000"
636,J9J,24,Quebec / Québec,635,1,"385,172.320950381460000"
637,J9L,24,Quebec / Québec,636,1,"333,367.264572837100000"
638,J9P,24,Quebec / Québec,637,1,"369,404.551203198320000"
639,J9T,24,Quebec / Québec,638,1,"255,036.442592333250000"
640,J9V,24,Quebec / Québec,639,1,"377,481.391281985680000"
641,J9X,24,Quebec / Québec,640,1,"271,082.989442744760000"
642,J9Y,24,Quebec / Québec,641,1,"287,478.792160959160000"
643,J9Z,24,Quebec / Québec,642,1,"213,304.769461112770000"
644,K0A,35,Ontario,643,1,"390,130.039967350660000"
645,K0B,35,Ontario,644,1,"303,872.430789309200000"
646,K0C,35,Ontario,645,1,"333,324.828229851850000"
647,K0E,35,Ontario,646,1,"420,728.660430112330000"
648,K0G,35,Ontario,647,1,"437,590.046391819600000"
649,K0H,35,Ontario,648,1,"494,126.564535537210000"
650,K0J,35,Ontario,649,1,"506,179.130493486940000"
651,K0K,35,Ontario,650,1,"557,141.256358207320000"
652,K0L,35,Ontario,651,1,"570,733.370195605680000"
653,K0M,35,Ontario,652,1,"616,948.686125711310000"
654,K1B,35,Ontario,653,1,"367,037.175115055400000"
655,K1C,35,Ontario,654,1,"363,417.764075500480000"
656,K1E,35,Ontario,655,1,"358,733.274122604460000"
657,K1G,35,Ontario,656,1,"369,986.732416646960000"
658,K1H,35,Ontario,657,1,"374,183.058807115940000"
659,K1J,35,Ontario,658,1,"367,061.714690464490000"
660,K1K,35,Ontario,659,1,"370,241.325542469740000"
661,K1L,35,Ontario,660,1,"371,903.009010257260000"
662,K1M,35,Ontario,661,1,"372,823.557770130630000"
663,K1N,35,Ontario,662,1,"373,972.219031743060000"
664,K1P,35,Ontario,663,1,"375,589.319093053290000"
665,K1R,35,Ontario,664,1,"376,672.638713165940000"
666,K1S,35,Ontario,665,1,"375,618.002510765220000"
667,K1T,35,Ontario,666,1,"373,997.602140637930000"
668,K1V,35,Ontario,667,1,"378,067.069054361080000"
669,K1W,35,Ontario,668,1,"361,507.528527332700000"
670,K1X,35,Ontario,669,1,"377,694.514275203050000"
671,K1Y,35,Ontario,670,1,"378,740.898894473560000"
672,K1Z,35,Ontario,671,1,"380,043.264856847470000"
673,K2A,35,Ontario,672,1,"382,005.545122691200000"
674,K2B,35,Ontario,673,1,"384,925.921253701150000"
675,K2C,35,Ontario,674,1,"381,119.998682306670000"
676,K2E,35,Ontario,675,1,"380,395.150084930880000"
677,K2G,35,Ontario,676,1,"383,201.600703936540000"
678,K2H,35,Ontario,677,1,"388,338.699509271190000"
679,K2J,35,Ontario,678,1,"386,768.175371200020000"
680,K2K,35,Ontario,679,1,"393,724.409027400370000"
681,K2L,35,Ontario,680,1,"393,749.697660403730000"
682,K2M,35,Ontario,681,1,"393,319.853464887130000"
683,K2P,35,Ontario,682,1,"374,998.818180118340000"
684,K2R,35,Ontario,683,1,"390,021.206457048420000"
685,K2S,35,Ontario,684,1,"400,300.377334466030000"
686,K2T,35,Ontario,685,1,"397,532.717215510320000"
687,K2V,35,Ontario,686,1,"395,964.541369387470000"
688,K2W,35,Ontario,687,1,"398,717.418324965630000"
689,K4A,35,Ontario,688,1,"356,716.106653775150000"
690,K4B,35,Ontario,689,1,"352,012.162790366330000"
691,K4C,35,Ontario,690,1,"349,616.140966382290000"
692,K4K,35,Ontario,691,1,"337,355.006261472420000"
693,K4M,35,Ontario,692,1,"382,632.096918982510000"
694,K4P,35,Ontario,693,1,"375,137.154634070000000"
695,K4R,35,Ontario,694,1,"360,429.815719518690000"
696,K6A,35,Ontario,695,1,"287,601.496148869280000"
697,K6H,35,Ontario,696,1,"327,023.963709507600000"
698,K6J,35,Ontario,697,1,"334,176.851696822440000"
699,K6K,35,Ontario,698,1,"332,737.384531060640000"
700,K6T,35,Ontario,699,1,"424,363.829733380760000"
701,K6V,35,Ontario,700,1,"420,961.363969612980000"
702,K7A,35,Ontario,701,1,"422,529.195382745820000"
703,K7C,35,Ontario,702,1,"425,047.413945564880000"
704,K7G,35,Ontario,703,1,"476,204.516335083170000"
705,K7H,35,Ontario,704,1,"445,677.857231830010000"
706,K7K,35,Ontario,705,1,"497,011.975330083050000"
707,K7L,35,Ontario,706,1,"491,641.809995200020000"
708,K7M,35,Ontario,707,1,"505,507.338873724740000"
709,K7N,35,Ontario,708,1,"511,008.687472793160000"
710,K7P,35,Ontario,709,1,"504,478.667826066260000"
711,K7R,35,Ontario,710,1,"532,491.988942026980000"
712,K7S,35,Ontario,711,1,"426,626.918697773650000"
713,K7V,35,Ontario,712,1,"450,481.981646746750000"
714,K8A,35,Ontario,713,1,"474,344.767891321330000"
715,K8B,35,Ontario,714,1,"463,027.507122466920000"
716,K8H,35,Ontario,715,1,"484,277.600677397100000"
717,K8N,35,Ontario,716,1,"562,190.089418084010000"
718,K8P,35,Ontario,717,1,"565,333.932179546910000"
719,K8R,35,Ontario,718,1,"571,146.647776455270000"
720,K8V,35,Ontario,719,1,"581,281.461026485890000"
721,K9A,35,Ontario,720,1,"628,830.135619387850000"
722,K9H,35,Ontario,721,1,"619,478.783077079450000"
723,K9J,35,Ontario,722,1,"619,587.247164582370000"
724,K9K,35,Ontario,723,1,"624,562.781783771120000"
725,K9L,35,Ontario,724,1,"618,165.106378248310000"
726,K9V,35,Ontario,725,1,"643,306.644045325460000"
727,L0A,35,Ontario,726,1,"644,858.519778853050000"
728,L0B,35,Ontario,727,1,"663,702.104180192570000"
729,L0C,35,Ontario,728,1,"679,648.903973364740000"
730,L0E,35,Ontario,729,1,"688,698.407219098880000"
731,L0G,35,Ontario,730,1,"727,408.526187718260000"
732,L0H,35,Ontario,731,1,"705,941.587702230550000"
733,L0J,35,Ontario,732,1,"740,301.127577046860000"
734,L0K,35,Ontario,733,1,"672,846.105017110120000"
735,L0L,35,Ontario,734,1,"701,677.419304861570000"
736,L0M,35,Ontario,735,1,"720,167.214256021430000"
737,L0N,35,Ontario,736,1,"754,605.991869722260000"
738,L0P,35,Ontario,737,1,"781,524.335249683820000"
739,L0R,35,Ontario,738,1,"789,165.103319204060000"
740,L0S,35,Ontario,739,1,"765,659.954011597090000"
741,L1A,35,Ontario,740,1,"642,302.534854878440000"
742,L1B,35,Ontario,741,1,"658,621.209698760420000"
743,L1C,35,Ontario,742,1,"667,224.489596024390000"
744,L1E,35,Ontario,743,1,"675,745.979295499970000"
745,L1G,35,Ontario,744,1,"681,202.791514563490000"
746,L1H,35,Ontario,745,1,"679,433.610860801880000"
747,L1J,35,Ontario,746,1,"683,453.979800901960000"
748,L1K,35,Ontario,747,1,"678,706.391406042970000"
749,L1L,35,Ontario,748,1,"681,201.669759447920000"
750,L1M,35,Ontario,749,1,"686,978.114979731270000"
751,L1N,35,Ontario,750,1,"688,352.355368725960000"
752,L1P,35,Ontario,751,1,"690,849.779847258240000"
753,L1R,35,Ontario,752,1,"686,432.650854652980000"
754,L1S,35,Ontario,753,1,"697,090.316638070040000"
755,L1T,35,Ontario,754,1,"696,503.510673339940000"
756,L1V,35,Ontario,755,1,"703,226.535641260910000"
757,L1W,35,Ontario,756,1,"702,247.942603106140000"
758,L1X,35,Ontario,757,1,"700,373.781184541640000"
759,L1Y,35,Ontario,758,1,"697,051.857117169300000"
760,L1Z,35,Ontario,759,1,"693,537.167458951360000"
761,L2A,35,Ontario,760,1,"752,415.199906150000000"
762,L2E,35,Ontario,761,1,"752,395.073580580760000"
763,L2G,35,Ontario,762,1,"749,977.557422950280000"
764,L2H,35,Ontario,763,1,"751,883.131856851860000"
765,L2J,35,Ontario,764,1,"747,620.854960259400000"
766,L2M,35,Ontario,765,1,"750,108.792080381420000"
767,L2N,35,Ontario,766,1,"752,744.524020638670000"
768,L2P,35,Ontario,767,1,"753,175.120406664910000"
769,L2R,35,Ontario,768,1,"758,885.768252427110000"
770,L2S,35,Ontario,769,1,"757,385.085674690550000"
771,L2T,35,Ontario,770,1,"756,141.793413165370000"
772,L2V,35,Ontario,771,1,"755,381.523220904750000"
773,L2W,35,Ontario,772,1,"756,858.079373044190000"
774,L3B,35,Ontario,773,1,"765,223.309516841200000"
775,L3C,35,Ontario,774,1,"767,321.196836580640000"
776,L3K,35,Ontario,775,1,"776,079.770935522740000"
777,L3M,35,Ontario,776,1,"776,290.667856966610000"
778,L3P,35,Ontario,777,1,"710,475.576383355660000"
779,L3R,35,Ontario,778,1,"718,063.839092796780000"
780,L3S,35,Ontario,779,1,"713,270.681327936940000"
781,L3T,35,Ontario,780,1,"724,175.972913498520000"
782,L3V,35,Ontario,781,1,"680,510.473588084570000"
783,L3X,35,Ontario,782,1,"717,493.226511066430000"
