OBJECTID,CFSAUID,PRUID,PRNAME,ORIG_FID,NEAR_FID,NEAR_DIST
"1,347",T4T,48,Alberta,"1,346",1,"617,045.378982032880000"
"1,348",T4V,48,Alberta,"1,347",1,"805,782.985360912980000"
"1,349",T4X,48,Alberta,"1,348",1,"784,327.809624585910000"
"1,350",T5A,48,Alberta,"1,349",1,"797,771.085695360090000"
"1,351",T5B,48,Alberta,"1,350",1,"809,384.696758362580000"
"1,352",T5C,48,Alberta,"1,351",1,"795,391.140905886540000"
"1,353",T5E,48,Alberta,"1,352",1,"802,828.574070490200000"
"1,354",T5G,48,Alberta,"1,353",1,"790,961.565306411240000"
"1,355",T5H,48,Alberta,"1,354",1,"790,734.581969552910000"
"1,356",T5J,48,Alberta,"1,355",1,"789,952.400807059720000"
"1,357",T5K,48,Alberta,"1,356",1,"788,876.062870672440000"
"1,358",T5L,48,Alberta,"1,357",1,"788,986.140034205630000"
"1,359",T5M,48,Alberta,"1,358",1,"787,040.715413670640000"
"1,360",T5N,48,Alberta,"1,359",1,"786,524.761306485280000"
"1,361",T5P,48,Alberta,"1,360",1,"784,456.095658335020000"
"1,362",T5R,48,Alberta,"1,361",1,"783,894.833649018660000"
"1,363",T5S,48,Alberta,"1,362",1,"781,103.429775303110000"
"1,364",T5T,48,Alberta,"1,363",1,"779,395.232243959090000"
"1,365",T5V,48,Alberta,"1,364",1,"784,963.434293397940000"
"1,366",T5W,48,Alberta,"1,365",1,"796,595.629136352220000"
"1,367",T5X,48,Alberta,"1,366",1,"793,073.648604070300000"
"1,368",T5Y,48,Alberta,"1,367",1,"803,886.523819378460000"
"1,369",T5Z,48,Alberta,"1,368",1,"796,632.804321593600000"
"1,370",T6A,48,Alberta,"1,369",1,"794,033.802353582930000"
"1,371",T6B,48,Alberta,"1,370",1,"792,922.013411459050000"
"1,372",T6C,48,Alberta,"1,371",1,"791,091.120163281330000"
"1,373",T6E,48,Alberta,"1,372",1,"788,278.165704138690000"
"1,374",T6G,48,Alberta,"1,373",1,"786,787.302196818170000"
"1,375",T6H,48,Alberta,"1,374",1,"783,091.179239282270000"
"1,376",T6J,48,Alberta,"1,375",1,"784,008.730106597070000"
"1,377",T6K,48,Alberta,"1,376",1,"788,182.249620258580000"
"1,378",T6L,48,Alberta,"1,377",1,"790,229.928216367150000"
"1,379",T6M,48,Alberta,"1,378",1,"776,479.498211149010000"
"1,380",T6N,48,Alberta,"1,379",1,"786,954.314485506740000"
"1,381",T6P,48,Alberta,"1,380",1,"795,320.494523138510000"
"1,382",T6R,48,Alberta,"1,381",1,"780,675.380794232130000"
"1,383",T6S,48,Alberta,"1,382",1,"801,190.047626083020000"
"1,384",T6T,48,Alberta,"1,383",1,"792,840.500187896890000"
"1,385",T6V,48,Alberta,"1,384",1,"789,122.534370387790000"
"1,386",T6W,48,Alberta,"1,385",1,"778,584.758989124680000"
"1,387",T6X,48,Alberta,"1,386",1,"787,619.432273704210000"
"1,388",T7A,48,Alberta,"1,387",1,"673,122.163543039700000"
"1,389",T7E,48,Alberta,"1,388",1,"624,460.051284701100000"
"1,390",T7N,48,Alberta,"1,389",1,"764,687.353574450360000"
"1,391",T7P,48,Alberta,"1,390",1,"804,385.386938204170000"
"1,392",T7S,48,Alberta,"1,391",1,"698,186.791424520660000"
"1,393",T7V,48,Alberta,"1,392",1,"575,270.865459381600000"
"1,394",T7X,48,Alberta,"1,393",1,"769,927.864081759590000"
"1,395",T7Y,48,Alberta,"1,394",1,"765,340.432055240850000"
"1,396",T7Z,48,Alberta,"1,395",1,"752,244.685763529730000"
"1,397",T8A,48,Alberta,"1,396",1,"803,331.636136634620000"
"1,398",T8B,48,Alberta,"1,397",1,"795,967.321563289970000"
"1,399",T8C,48,Alberta,"1,398",1,"801,957.284890541460000"
"1,400",T8E,48,Alberta,"1,399",1,"811,526.680011312240000"
"1,401",T8G,48,Alberta,"1,400",1,"819,164.161250332370000"
"1,402",T8H,48,Alberta,"1,401",1,"802,364.326231309100000"
"1,403",T8L,48,Alberta,"1,402",1,"824,168.703934291380000"
"1,404",T8N,48,Alberta,"1,403",1,"787,190.472389367060000"
"1,405",T8R,48,Alberta,"1,404",1,"791,454.482744776880000"
"1,406",T8S,48,Alberta,"1,405",1,"730,080.510587849070000"
"1,407",T8T,48,Alberta,"1,406",1,"785,484.636059341840000"
"1,408",T8V,48,Alberta,"1,407",1,"592,280.970224478400000"
"1,409",T8W,48,Alberta,"1,408",1,"588,090.517359523340000"
"1,410",T8X,48,Alberta,"1,409",1,"593,438.029840844450000"
"1,411",T9A,48,Alberta,"1,410",1,"760,296.599391922010000"
"1,412",T9C,48,Alberta,"1,411",1,"872,301.710178872570000"
"1,413",T9E,48,Alberta,"1,412",1,"770,738.350182092520000"
"1,414",T9G,48,Alberta,"1,413",1,"766,339.493994784540000"
"1,415",T9H,48,Alberta,"1,414",1,"989,568.166072103310000"
"1,416",T9J,48,Alberta,"1,415",1,"1,001,254.907352869500000"
"1,417",T9K,48,Alberta,"1,416",1,"1,002,561.962713486500000"
"1,418",T9M,48,Alberta,"1,417",1,"1,019,988.137110852200000"
"1,419",T9N,48,Alberta,"1,418",1,"984,834.438283869180000"
"1,420",T9S,48,Alberta,"1,419",1,"872,674.050014400620000"
"1,421",T9V,48,Alberta,"1,420",1,"980,958.828166679130000"
"1,422",T9W,48,Alberta,"1,421",1,"922,072.964385451870000"
"1,423",T9X,48,Alberta,"1,422",1,"936,759.389965050390000"
"1,424",V0A,59,British Columbia / Colombie-Britannique,"1,423",1,"468,383.932465919410000"
"1,425",V0B,59,British Columbia / Colombie-Britannique,"1,424",1,"528,622.431251086060000"
"1,426",V0C,59,British Columbia / Colombie-Britannique,"1,425",1,"370,881.861953157820000"
"1,427",V0E,59,British Columbia / Colombie-Britannique,"1,426",1,"344,232.478391275970000"
"1,428",V0G,59,British Columbia / Colombie-Britannique,"1,427",1,"397,181.538306677250000"
"1,429",V0H,59,British Columbia / Colombie-Britannique,"1,428",1,"278,499.828202699950000"
"1,430",V0J,59,British Columbia / Colombie-Britannique,"1,429",1,"172,319.666910676580000"
"1,431",V0K,59,British Columbia / Colombie-Britannique,"1,430",1,"209,601.401410066200000"
"1,432",V0L,59,British Columbia / Colombie-Britannique,"1,431",1,"153,168.058739602590000"
"1,433",V0M,59,British Columbia / Colombie-Britannique,"1,432",1,"63,138.726795956543000"
"1,434",V0N,59,British Columbia / Colombie-Britannique,"1,433",1,"1,636.483368110780900"
"1,435",V0P,59,British Columbia / Colombie-Britannique,"1,434",1,"11,803.010582380948000"
"1,436",V0R,59,British Columbia / Colombie-Britannique,"1,435",1,"1,373.874556080779700"
"1,437",V0S,59,British Columbia / Colombie-Britannique,"1,436",1,"5,305.217241403891400"
"1,438",V0T,59,British Columbia / Colombie-Britannique,"1,437",1,0.000000000000000
"1,439",V0V,59,British Columbia / Colombie-Britannique,"1,438",1,0.000000000000000
"1,440",V0W,59,British Columbia / Colombie-Britannique,"1,439",1,"457,415.953008049920000"
"1,441",V0X,59,British Columbia / Colombie-Britannique,"1,440",1,"159,603.805020507770000"
"1,442",V1A,59,British Columbia / Colombie-Britannique,"1,441",1,"473,414.548322935240000"
"1,443",V1B,59,British Columbia / Colombie-Britannique,"1,442",1,"291,384.850111335980000"
"1,444",V1C,59,British Columbia / Colombie-Britannique,"1,443",1,"502,803.068396699320000"
"1,445",V1E,59,British Columbia / Colombie-Britannique,"1,444",1,"286,650.850153553770000"
"1,446",V1G,59,British Columbia / Colombie-Britannique,"1,445",1,"510,168.667744151490000"
"1,447",V1H,59,British Columbia / Colombie-Britannique,"1,446",1,"259,282.733238918650000"
"1,448",V1J,59,British Columbia / Colombie-Britannique,"1,447",1,"502,703.404924630710000"
"1,449",V1K,59,British Columbia / Colombie-Britannique,"1,448",1,"160,065.568065157570000"
"1,450",V1L,59,British Columbia / Colombie-Britannique,"1,449",1,"408,435.076214444010000"
"1,451",V1M,59,British Columbia / Colombie-Britannique,"1,450",1,"23,064.163752188182000"
"1,452",V1N,59,British Columbia / Colombie-Britannique,"1,451",1,"354,881.337267991210000"
"1,453",V1P,59,British Columbia / Colombie-Britannique,"1,452",1,"270,906.611021986230000"
"1,454",V1R,59,British Columbia / Colombie-Britannique,"1,453",1,"370,561.608058177280000"
"1,455",V1S,59,British Columbia / Colombie-Britannique,"1,454",1,"207,095.531991790340000"
"1,456",V1T,59,British Columbia / Colombie-Britannique,"1,455",1,"273,157.378747564450000"
"1,457",V1V,59,British Columbia / Colombie-Britannique,"1,456",1,"253,505.958648910600000"
"1,458",V1W,59,British Columbia / Colombie-Britannique,"1,457",1,"245,653.713482404680000"
"1,459",V1X,59,British Columbia / Colombie-Britannique,"1,458",1,"266,341.886790000600000"
"1,460",V1Y,59,British Columbia / Colombie-Britannique,"1,459",1,"248,695.836634430800000"
"1,461",V1Z,59,British Columbia / Colombie-Britannique,"1,460",1,"240,893.093232643410000"
"1,462",V2A,59,British Columbia / Colombie-Britannique,"1,461",1,"232,548.408912476970000"
"1,463",V2B,59,British Columbia / Colombie-Britannique,"1,462",1,"227,468.342478783710000"
"1,464",V2C,59,British Columbia / Colombie-Britannique,"1,463",1,"233,084.902783800350000"
"1,465",V2E,59,British Columbia / Colombie-Britannique,"1,464",1,"226,805.319358629840000"
"1,466",V2G,59,British Columbia / Colombie-Britannique,"1,465",1,"206,367.509429244820000"
"1,467",V2H,59,British Columbia / Colombie-Britannique,"1,466",1,"239,864.250716313690000"
"1,468",V2J,59,British Columbia / Colombie-Britannique,"1,467",1,"251,963.461680854790000"
"1,469",V2K,59,British Columbia / Colombie-Britannique,"1,468",1,"298,862.416302659900000"
"1,470",V2L,59,British Columbia / Colombie-Britannique,"1,469",1,"303,146.024848352010000"
"1,471",V2M,59,British Columbia / Colombie-Britannique,"1,470",1,"295,860.953188163230000"
"1,472",V2N,59,British Columbia / Colombie-Britannique,"1,471",1,"280,779.641651758570000"
"1,473",V2P,59,British Columbia / Colombie-Britannique,"1,472",1,"66,420.990270205279000"
"1,474",V2R,59,British Columbia / Colombie-Britannique,"1,473",1,"57,756.613452170168000"
"1,475",V2S,59,British Columbia / Colombie-Britannique,"1,474",1,"35,810.398642131571000"
"1,476",V2T,59,British Columbia / Colombie-Britannique,"1,475",1,"31,024.156905487420000"
"1,477",V2V,59,British Columbia / Colombie-Britannique,"1,476",1,"34,387.161837253640000"
"1,478",V2W,59,British Columbia / Colombie-Britannique,"1,477",1,"30,946.718890880329000"
"1,479",V2X,59,British Columbia / Colombie-Britannique,"1,478",1,"23,243.437977977163000"
"1,480",V2Y,59,British Columbia / Colombie-Britannique,"1,479",1,"17,762.771254707142000"
"1,481",V2Z,59,British Columbia / Colombie-Britannique,"1,480",1,"13,416.800433004044000"
"1,482",V3A,59,British Columbia / Colombie-Britannique,"1,481",1,"12,833.725372244024000"
"1,483",V3B,59,British Columbia / Colombie-Britannique,"1,482",1,"10,841.062618891963000"
"1,484",V3C,59,British Columbia / Colombie-Britannique,"1,483",1,"10,940.425891764173000"
"1,485",V3E,59,British Columbia / Colombie-Britannique,"1,484",1,"10,587.962487287965000"
"1,486",V3G,59,British Columbia / Colombie-Britannique,"1,485",1,"44,029.061350690659000"
"1,487",V3H,59,British Columbia / Colombie-Britannique,"1,486",1,"1,544.950768309647600"
"1,488",V3J,59,British Columbia / Colombie-Britannique,"1,487",1,"4,445.331623100964900"
"1,489",V3K,59,British Columbia / Colombie-Britannique,"1,488",1,"7,730.009690610450000"
"1,490",V3L,59,British Columbia / Colombie-Britannique,"1,489",1,"7,804.626765855691700"
"1,491",V3M,59,British Columbia / Colombie-Britannique,"1,490",1,"10,658.818574763513000"
"1,492",V3N,59,British Columbia / Colombie-Britannique,"1,491",1,"6,390.201768648946200"
"1,493",V3R,59,British Columbia / Colombie-Britannique,"1,492",1,"13,161.862275246680000"
"1,494",V3S,59,British Columbia / Colombie-Britannique,"1,493",1,"7,929.102991542101300"
"1,495",V3T,59,British Columbia / Colombie-Britannique,"1,494",1,"12,256.074320700796000"
"1,496",V3V,59,British Columbia / Colombie-Britannique,"1,495",1,"11,647.603625518184000"
"1,497",V3W,59,British Columbia / Colombie-Britannique,"1,496",1,"6,837.747499346496600"
"1,498",V3X,59,British Columbia / Colombie-Britannique,"1,497",1,"3,157.238243466579700"
"1,499",V3Y,59,British Columbia / Colombie-Britannique,"1,498",1,"17,571.055526248609000"
"1,500",V4A,59,British Columbia / Colombie-Britannique,"1,499",1,0.000000000000000
"1,501",V4B,59,British Columbia / Colombie-Britannique,"1,500",1,"1,239.629014217468200"
"1,502",V4C,59,British Columbia / Colombie-Britannique,"1,501",1,"7,569.022350185326100"
"1,503",V4E,59,British Columbia / Colombie-Britannique,"1,502",1,"3,636.142662681962500"
"1,504",V4G,59,British Columbia / Colombie-Britannique,"1,503",1,"7,970.729855363897500"
"1,505",V4K,59,British Columbia / Colombie-Britannique,"1,504",1,0.000000000000000
"1,506",V4L,59,British Columbia / Colombie-Britannique,"1,505",1,0.000000000000000
"1,507",V4M,59,British Columbia / Colombie-Britannique,"1,506",1,336.098541565856980
"1,508",V4N,59,British Columbia / Colombie-Britannique,"1,507",1,"14,202.609086007433000"
"1,509",V4P,59,British Columbia / Colombie-Britannique,"1,508",1,"3,048.890538925032600"
"1,510",V4R,59,British Columbia / Colombie-Britannique,"1,509",1,"26,948.762423466782000"
"1,511",V4S,59,British Columbia / Colombie-Britannique,"1,510",1,"39,252.490766704315000"
"1,512",V4T,59,British Columbia / Colombie-Britannique,"1,511",1,"230,226.450239729600000"
"1,513",V4V,59,British Columbia / Colombie-Britannique,"1,512",1,"259,019.555689588450000"
"1,514",V4W,59,British Columbia / Colombie-Britannique,"1,513",1,"21,305.978743046755000"
"1,515",V4X,59,British Columbia / Colombie-Britannique,"1,514",1,"28,411.116422341824000"
"1,516",V4Z,59,British Columbia / Colombie-Britannique,"1,515",1,"85,331.874382603928000"
"1,517",V5A,59,British Columbia / Colombie-Britannique,"1,516",1,"2,153.340639602235600"
"1,518",V5B,59,British Columbia / Colombie-Britannique,"1,517",1,308.374413647122650
"1,519",V5C,59,British Columbia / Colombie-Britannique,"1,518",1,826.599633142670200
"1,520",V5E,59,British Columbia / Colombie-Britannique,"1,519",1,"6,282.967364365505100"
"1,521",V5G,59,British Columbia / Colombie-Britannique,"1,520",1,"3,855.258092413306300"
"1,522",V5H,59,British Columbia / Colombie-Britannique,"1,521",1,"5,815.195326953588800"
"1,523",V5J,59,British Columbia / Colombie-Britannique,"1,522",1,"8,765.457545047687700"
"1,524",V5K,59,British Columbia / Colombie-Britannique,"1,523",1,46.235967905899344
"1,525",V5L,59,British Columbia / Colombie-Britannique,"1,524",1,0.000000000000000
"1,526",V5M,59,British Columbia / Colombie-Britannique,"1,525",1,"2,521.124654765025300"
"1,527",V5N,59,British Columbia / Colombie-Britannique,"1,526",1,"3,138.300888379367700"
"1,528",V5P,59,British Columbia / Colombie-Britannique,"1,527",1,"6,829.873090947950000"
"1,529",V5R,59,British Columbia / Colombie-Britannique,"1,528",1,"4,792.440527811990300"
"1,530",V5S,59,British Columbia / Colombie-Britannique,"1,529",1,"7,252.192716305155000"
"1,531",V5T,59,British Columbia / Colombie-Britannique,"1,530",1,"2,441.930917072023000"
"1,532",V5V,59,British Columbia / Colombie-Britannique,"1,531",1,"3,998.569370979535100"
"1,533",V5W,59,British Columbia / Colombie-Britannique,"1,532",1,"5,693.239288290413200"
"1,534",V5X,59,British Columbia / Colombie-Britannique,"1,533",1,"7,545.451188017594200"
"1,535",V5Y,59,British Columbia / Colombie-Britannique,"1,534",1,"3,654.437729619714400"
"1,536",V5Z,59,British Columbia / Colombie-Britannique,"1,535",1,"3,741.550376939972900"
"1,537",V6A,59,British Columbia / Colombie-Britannique,"1,536",1,95.379120015062156
"1,538",V6B,59,British Columbia / Colombie-Britannique,"1,537",1,443.928288888966680
"1,539",V6C,59,British Columbia / Colombie-Britannique,"1,538",1,0.000000000000000
"1,540",V6E,59,British Columbia / Colombie-Britannique,"1,539",1,0.000000000000000
"1,541",V6G,59,British Columbia / Colombie-Britannique,"1,540",1,0.000000000000000
"1,542",V6H,59,British Columbia / Colombie-Britannique,"1,541",1,"2,732.187847055357500"
"1,543",V6J,59,British Columbia / Colombie-Britannique,"1,542",1,"1,914.463155784995300"
"1,544",V6K,59,British Columbia / Colombie-Britannique,"1,543",1,"1,353.700359353366600"
"1,545",V6L,59,British Columbia / Colombie-Britannique,"1,544",1,"3,199.924078840507300"
"1,546",V6M,59,British Columbia / Colombie-Britannique,"1,545",1,"5,073.042074849595300"
"1,547",V6N,59,British Columbia / Colombie-Britannique,"1,546",1,"3,395.533866913791400"
"1,548",V6P,59,British Columbia / Colombie-Britannique,"1,547",1,"6,646.983828340083200"
"1,549",V6R,59,British Columbia / Colombie-Britannique,"1,548",1,550.720225640405830
"1,550",V6S,59,British Columbia / Colombie-Britannique,"1,549",1,"2,345.598769105250500"
"1,551",V6T,59,British Columbia / Colombie-Britannique,"1,550",1,"3,008.664953490944300"
"1,552",V6V,59,British Columbia / Colombie-Britannique,"1,551",1,"10,841.827437621812000"
"1,553",V6W,59,British Columbia / Colombie-Britannique,"1,552",1,"8,653.816963712555700"
"1,554",V6X,59,British Columbia / Colombie-Britannique,"1,553",1,"7,667.683001592376100"
"1,555",V6Y,59,British Columbia / Colombie-Britannique,"1,554",1,"5,958.252721300006700"
"1,556",V6Z,59,British Columbia / Colombie-Britannique,"1,555",1,760.221504788528930
"1,557",V7A,59,British Columbia / Colombie-Britannique,"1,556",1,"2,402.210475254567900"
"1,558",V7B,59,British Columbia / Colombie-Britannique,"1,557",1,0.000000000000000
"1,559",V7C,59,British Columbia / Colombie-Britannique,"1,558",1,"2,229.635614708629000"
"1,560",V7E,59,British Columbia / Colombie-Britannique,"1,559",1,0.000000000000000
"1,561",V7G,59,British Columbia / Colombie-Britannique,"1,560",1,"1,781.215836721100900"
"1,562",V7H,59,British Columbia / Colombie-Britannique,"1,561",1,"3,095.450023381196800"
"1,563",V7J,59,British Columbia / Colombie-Britannique,"1,562",1,"4,752.565509462944600"
"1,564",V7K,59,British Columbia / Colombie-Britannique,"1,563",1,"4,948.371976858997200"
"1,565",V7L,59,British Columbia / Colombie-Britannique,"1,564",1,0.000000000000000
"1,566",V7M,59,British Columbia / Colombie-Britannique,"1,565",1,0.000000000000000
"1,567",V7N,59,British Columbia / Colombie-Britannique,"1,566",1,"3,937.311655859743000"
"1,568",V7P,59,British Columbia / Colombie-Britannique,"1,567",1,0.000000000000000
"1,569",V7R,59,British Columbia / Colombie-Britannique,"1,568",1,"6,622.967183162459200"
"1,570",V7S,59,British Columbia / Colombie-Britannique,"1,569",1,"4,498.065787314912100"
"1,571",V7T,59,British Columbia / Colombie-Britannique,"1,570",1,653.744071652664050
"1,572",V7V,59,British Columbia / Colombie-Britannique,"1,571",1,661.834428486418690
"1,573",V7W,59,British Columbia / Colombie-Britannique,"1,572",1,0.000000000000000
"1,574",V7Y,59,British Columbia / Colombie-Britannique,"1,573",1,22.172058703888258
"1,575",V8A,59,British Columbia / Colombie-Britannique,"1,574",1,"22,362.388539298106000"
"1,576",V8B,59,British Columbia / Colombie-Britannique,"1,575",1,"2,956.789116762695400"
"1,577",V8C,59,British Columbia / Colombie-Britannique,"1,576",1,"1,286.055373573383300"
"1,578",V8G,59,British Columbia / Colombie-Britannique,"1,577",1,"11,845.355812735179000"
"1,579",V8J,59,British Columbia / Colombie-Britannique,"1,578",1,"1,340.864587583455400"
"1,580",V8K,59,British Columbia / Colombie-Britannique,"1,579",1,"4,644.294695590921000"
"1,581",V8L,59,British Columbia / Colombie-Britannique,"1,580",1,0.000000000000000
"1,582",V8M,59,British Columbia / Colombie-Britannique,"1,581",1,"3,951.040468537122300"
"1,583",V8N,59,British Columbia / Colombie-Britannique,"1,582",1,0.000000000000000
"1,584",V8P,59,British Columbia / Colombie-Britannique,"1,583",1,"3,633.167300840856100"
"1,585",V8R,59,British Columbia / Colombie-Britannique,"1,584",1,"2,274.127270398184900"
"1,586",V8S,59,British Columbia / Colombie-Britannique,"1,585",1,0.000000000000000
"1,587",V8T,59,British Columbia / Colombie-Britannique,"1,586",1,"3,913.941129699203900"
"1,588",V8V,59,British Columbia / Colombie-Britannique,"1,587",1,"1,452.691060311816500"
"1,589",V8W,59,British Columbia / Colombie-Britannique,"1,588",1,"2,383.187883464959200"
"1,590",V8X,59,British Columbia / Colombie-Britannique,"1,589",1,"4,853.675803686908700"
"1,591",V8Y,59,British Columbia / Colombie-Britannique,"1,590",1,"2,542.534424917321800"
"1,592",V8Z,59,British Columbia / Colombie-Britannique,"1,591",1,"5,753.945584224484300"
"1,593",V9A,59,British Columbia / Colombie-Britannique,"1,592",1,"1,328.389219446356900"
"1,594",V9B,59,British Columbia / Colombie-Britannique,"1,593",1,"9,002.341876906906700"
"1,595",V9C,59,British Columbia / Colombie-Britannique,"1,594",1,0.000000000000000
"1,596",V9E,59,British Columbia / Colombie-Britannique,"1,595",1,"8,025.438071226917600"
"1,597",V9G,59,British Columbia / Colombie-Britannique,"1,596",1,"5,800.163069794969500"
"1,598",V9H,59,British Columbia / Colombie-Britannique,"1,597",1,"25,006.930859896183000"
"1,599",V9J,59,British Columbia / Colombie-Britannique,"1,598",1,"17,428.437092591266000"
"1,600",V9K,59,British Columbia / Colombie-Britannique,"1,599",1,"2,697.516477697909500"
"1,601",V9L,59,British Columbia / Colombie-Britannique,"1,600",1,"12,449.072915277258000"
"1,602",V9M,59,British Columbia / Colombie-Britannique,"1,601",1,0.000000000000000
"1,603",V9N,59,British Columbia / Colombie-Britannique,"1,602",1,"4,791.752320530999900"
"1,604",V9P,59,British Columbia / Colombie-Britannique,"1,603",1,"4,998.566047856110300"
"1,605",V9R,59,British Columbia / Colombie-Britannique,"1,604",1,"3,764.085642200469900"
"1,606",V9S,59,British Columbia / Colombie-Britannique,"1,605",1,"2,235.807954412428900"
"1,607",V9T,59,British Columbia / Colombie-Britannique,"1,606",1,"1,977.601142634975800"
"1,608",V9V,59,British Columbia / Colombie-Britannique,"1,607",1,0.000000000000000
"1,609",V9W,59,British Columbia / Colombie-Britannique,"1,608",1,"17,319.792349014479000"
"1,610",V9X,59,British Columbia / Colombie-Britannique,"1,609",1,"20,367.949887899998000"
"1,611",V9Y,59,British Columbia / Colombie-Britannique,"1,610",1,"20,695.624951325171000"
"1,612",V9Z,59,British Columbia / Colombie-Britannique,"1,611",1,"7,786.304304577403900"
"1,613",X0A,62,Nunavut,"1,612",1,"20,682.617447048422000"
"1,614",X0B,62,Nunavut,"1,613",1,"28,677.215017051411000"
"1,615",X0C,62,Nunavut,"1,614",1,"27,073.996203585404000"
"1,616",X0E,61,Northwest Territories / Territoires du Nord-Ouest,"1,615",1,"1,786.799687140785200"
"1,617",X0G,61,Northwest Territories / Territoires du Nord-Ouest,"1,616",1,"610,083.435191666470000"
"1,618",X1A,61,Northwest Territories / Territoires du Nord-Ouest,"1,617",1,"534,803.009918204630000"
"1,619",Y0A,60,Yukon,"1,618",1,"623,990.588309501760000"
"1,620",Y0B,60,Yukon,"1,619",1,"453,375.348977665070000"
"1,621",Y1A,60,Yukon,"1,620",1,"601,037.447662502640000"
